,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
133,5757,2,1,Dirk Shafer,Mary Stein,2,Dirk Shafer,135,Comedy,False,0,Comedy,en,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",0.540436,[],United States of America,1995-09-15,209935.0,86.0,English,Man of the Year,3.8,2.0
136,11000,2,2,Robin Williams,Gene Hackman,2,Mike Nichols,139,Comedy,False,31000000,Comedy,en,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.49968,United Artists,United States of America,1996-03-08,185260553.0,117.0,English,The Birdcage,6.7,303.0
139,9737,2,2,Will Smith,Martin Lawrence,2,Michael Bay,142,Action,False,19000000,Action,en,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,Columbia Pictures,United States of America,1995-04-07,141407024.0,118.0,English,Bad Boys,6.5,1729.0
142,22279,2,2,Alan Rickman,Hugh Grant,2,Mike Newell,145,Romance,False,4000000,Romance,en,An Awfully Big Adventure,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.",0.922958,Fine Line Features,United Kingdom,1995-07-21,851545.0,113.0,English,An Awfully Big Adventure,6.0,11.0
144,568,2,2,Tom Hanks,Bill Paxton,2,Ron Howard,147,Drama,False,52000000,Drama,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,Imagine Entertainment,United States of America,1995-06-30,355237933.0,140.0,English,Apollo 13,7.3,1637.0
145,11780,2,1,Liam Neeson,Jessica Lange,2,Michael Caton-Jones,148,Adventure,False,28000000,Adventure,en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.193549,United Artists,United Kingdom,1995-04-13,31596911.0,139.0,English,Rob Roy,6.5,151.0
147,414,2,2,Val Kilmer,Tommy Lee Jones,2,Joel Schumacher,150,Action,False,100000000,Action,en,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,Warner Bros.,United Kingdom,1995-06-16,336529144.0,121.0,English,Batman Forever,5.2,1529.0
150,5894,2,2,Harvey Keitel,Lou Reed,2,Paul Auster,153,Comedy,False,2000000,Comedy,en,Blue in the Face,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",11.528147,Miramax Films,United States of America,1995-09-15,1275000.0,83.0,English,Blue in the Face,6.8,28.0
151,1775,2,2,John Candy,Alan Alda,2,Michael Moore,154,Action,False,11000000,Action,en,Canadian Bacon,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.,5.391556,PolyGram Filmed Entertainment,Canada,1995-06-08,178104.0,91.0,English,Canadian Bacon,5.9,57.0
152,8839,1,2,Christina Ricci,Bill Pullman,0,Brad Silberling,155,Fantasy,False,50000000,Fantasy,en,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",12.812539,Universal Pictures,United States of America,1995-05-26,287928194.0,100.0,English,Casper,6.0,1045.0
153,20649,2,2,Harvey Keitel,John Turturro,2,Spike Lee,156,Mystery,False,25000000,Mystery,en,Clockers,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.",4.558992,Universal Pictures,United States of America,1995-09-15,13071518.0,128.0,English,Clockers,6.8,69.0
154,10329,1,2,Laura Linney,Dylan Walsh,2,Frank Marshall,157,Action,False,50000000,Action,en,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,Paramount Pictures,United States of America,1995-06-09,152022101.0,109.0,English,Congo,5.0,214.0
155,8963,2,2,Denzel Washington,Gene Hackman,2,Tony Scott,158,Action,False,53000000,Action,en,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657365,Hollywood Pictures,United States of America,1995-05-12,157387195.0,116.0,English,Crimson Tide,7.0,508.0
156,26564,2,1,Robert Crumb,Aline Kominsky,0,Terry Zwigoff,159,Documentary,False,0,Documentary,en,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",3.620388,Superior Pictures,United States of America,1994-09-10,3174695.0,119.0,English,Crumb,7.6,71.0
157,8068,2,1,Antonio Banderas,Salma Hayek,2,Robert Rodriguez,160,Thriller,False,7000000,Thriller,en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,6.950458,Columbia Pictures,United States of America,1995-08-25,25405445.0,104.0,English,Desperado,6.8,898.0
158,8512,2,2,Denzel Washington,Tom Sizemore,0,Carl Franklin,161,Drama,False,27000000,Drama,en,Devil in a Blue Dress,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",4.646132,TriStar Pictures,United States of America,1995-09-15,16140822.0,102.0,English,Devil in a Blue Dress,6.3,88.0
159,1572,2,2,Bruce Willis,Jeremy Irons,2,John McTiernan,162,Action,False,90000000,Action,en,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",15.138855,Twentieth Century Fox Film Corporation,United States of America,1995-05-19,366101666.0,128.0,English,Die Hard: With a Vengeance,6.9,2094.0
162,6520,2,2,Sean Connery,Richard Gere,2,Jerry Zucker,165,Action,False,55000000,Action,en,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",15.178338,Columbia Pictures Corporation,United States of America,1995-07-07,127600435.0,134.0,English,First Knight,5.9,319.0
164,10428,2,1,Jonny Lee Miller,Angelina Jolie,2,Iain Softley,167,Action,False,20000000,Action,en,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",14.810519,United Artists,United States of America,1995-09-14,7563728.0,107.0,English,Hackers,6.2,406.0
166,9886,2,1,Keanu Reeves,Dina Meyer,2,Robert Longo,169,Adventure,False,25000000,Adventure,en,Johnny Mnemonic,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",11.715868,TriStar Pictures,Canada,1995-05-26,19075720.0,97.0,English,Johnny Mnemonic,5.5,380.0
167,9482,2,1,Sylvester Stallone,Diane Lane,2,Danny Cannon,170,Science Fiction,False,90000000,Science Fiction,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184815,Hollywood Pictures,United States of America,1995-06-30,113493481.0,96.0,English,Judge Dredd,5.4,643.0
168,19326,2,1,Pauly Shore,Tia Carrere,2,John Fortenberry,171,Comedy,False,0,Comedy,en,Jury Duty,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",3.676921,TriStar Pictures,United States of America,1995-04-12,17014653.0,88.0,English,Jury Duty,4.0,34.0
169,9344,2,1,Leo Fitzpatrick,Rosario Dawson,2,Larry Clark,172,Drama,False,1500000,Drama,en,Kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",4.877872,Miramax Films,United States of America,1995-07-28,7412216.0,91.0,English,Kids,6.8,280.0
